date,part_id,category,supplier,region,demand,inventory,lead_time_days,price_usd
2023-07-10,PART_139,Filter,SupplierA,Asia Pacific,20,233,12,2869.06
2023-07-10,PART_140,Pump,SupplierC,North America,75,643,10,231.25
2023-07-10,PART_141,Valve,SupplierA,Asia Pacific,72,1072,5,3616.82
2023-07-10,PART_142,Valve,SupplierC,North America,8,266,23,3408.21
2023-07-10,PART_143,Valve,SupplierB,Latin America,118,1261,3,4864.11
2023-07-10,PART_144,Filter,SupplierB,Asia Pacific,88,4115,15,3553.16
2023-07-10,PART_145,Pump,SupplierB,North America,53,2013,6,2966.92
2023-07-10,PART_146,Sensor,SupplierD,North America,88,1075,12,591.5
2023-07-10,PART_147,Valve,SupplierA,Europe,24,676,27,2655.08
2023-07-10,PART_148,Pump,SupplierA,Europe,29,271,5,3140.05
2023-07-10,PART_149,Filter,SupplierD,Europe,100,4280,7,2824.46
2023-07-10,PART_150,Valve,SupplierA,North America,104,1932,12,4187.43
2023-07-10,PART_151,Controller,SupplierB,Latin America,60,822,13,3325.99
2023-07-10,PART_152,Sensor,SupplierB,Latin America,62,2962,29,4463.11
2023-07-10,PART_153,Filter,SupplierD,Latin America,8,116,24,4599.3
2023-07-10,PART_154,Pump,SupplierD,North America,39,240,15,2358.42
2023-07-10,PART_155,Controller,SupplierC,Europe,127,189,6,4710.12
2023-07-10,PART_156,Filter,SupplierB,Asia Pacific,27,364,8,4735.92
2023-07-10,PART_157,Pump,SupplierC,Europe,98,3785,19,876.44
2023-07-10,PART_158,Controller,SupplierC,North America,223,4482,7,1763.12
2023-07-10,PART_159,Sensor,SupplierB,North America,60,2862,27,4457.77
2023-07-10,PART_160,Pump,SupplierB,Latin America,80,3055,5,3701.17
2023-07-10,PART_161,Valve,SupplierA,Asia Pacific,100,4545,4,3421.44
2023-07-10,PART_162,Controller,SupplierD,Asia Pacific,75,3123,27,2932.15
2023-07-10,PART_163,Controller,SupplierB,North America,6,285,28,4711.12
2023-07-10,PART_164,Valve,SupplierC,Latin America,74,2169,4,2658.04
2023-07-10,PART_165,Filter,SupplierA,Europe,35,1399,14,2370.99
2023-07-10,PART_166,Pump,SupplierB,Europe,32,1298,5,3587.87
2023-07-10,PART_167,Controller,SupplierC,North America,96,2898,20,4466.74
2023-07-10,PART_168,Filter,SupplierA,North America,11,286,8,4345.76
2023-07-10,PART_169,Filter,SupplierB,Asia Pacific,31,1548,29,3947.66
2023-07-10,PART_170,Sensor,SupplierC,Europe,84,2457,19,2059.33
2023-07-10,PART_171,Controller,SupplierC,Latin America,67,2369,11,855.67
2023-07-10,PART_172,Pump,SupplierA,Europe,14,887,7,2932.35
2023-07-10,PART_173,Valve,SupplierA,Europe,67,2491,15,3351.37
2023-07-10,PART_174,Controller,SupplierB,Latin America,102,2851,28,2138.47
2023-07-10,PART_175,Valve,SupplierD,North America,81,3332,8,2710.09
2023-07-10,PART_176,Filter,SupplierC,Asia Pacific,22,1255,4,4654.54
2023-07-10,PART_177,Filter,SupplierB,Latin America,38,1262,14,622.18
2023-07-10,PART_178,Controller,SupplierC,Europe,68,2706,28,767.32
2023-07-10,PART_179,Valve,SupplierA,Asia Pacific,83,3282,19,1616.45
2023-07-10,PART_180,Sensor,SupplierC,Europe,69,2304,19,4768.45
2023-07-10,PART_181,Pump,SupplierC,Europe,15,75,6,4497.09
2023-07-10,PART_182,Filter,SupplierB,North America,32,1286,11,2945.64
2023-07-10,PART_183,Filter,SupplierC,Latin America,59,1863,11,2203.43
2023-07-10,PART_184,Pump,SupplierC,North America,80,1871,25,3421.63
2023-07-10,PART_185,Valve,SupplierB,Asia Pacific,10,260,14,2143.67
2023-07-10,PART_186,Pump,SupplierA,Asia Pacific,28,1214,8,2449.14
2023-07-10,PART_187,Filter,SupplierC,Latin America,63,2011,24,1383.11
2023-07-10,PART_188,Controller,SupplierB,Asia Pacific,14,802,23,2286.68
2023-07-10,PART_189,Sensor,SupplierD,North America,31,728,22,1165.51
2023-07-10,PART_190,Pump,SupplierD,Asia Pacific,61,2563,17,981.6
2023-07-10,PART_191,Sensor,SupplierA,Asia Pacific,26,1567,7,2834.46
2023-07-10,PART_192,Controller,SupplierA,Latin America,78,2249,9,2719.67
2023-07-10,PART_193,Valve,SupplierB,Europe,75,1401,19,809.74
2023-07-10,PART_194,Sensor,SupplierA,North America,58,2676,17,2898.47
2023-07-10,PART_195,Controller,SupplierB,Europe,76,3618,9,1766.05
2023-07-10,PART_196,Valve,SupplierD,Europe,52,2144,24,1446.44
2023-07-10,PART_197,Filter,SupplierB,Latin America,77,2507,7,3541.13
2023-07-10,PART_198,Controller,SupplierD,Europe,83,2308,6,3230.44
2023-07-10,PART_199,Controller,SupplierC,Latin America,51,1685,22,1999.61
2023-07-10,PART_200,Filter,SupplierB,North America,20,889,20,3533.19
2023-07-11,PART_001,Controller,SupplierA,Asia Pacific,89,2268,23,822.29
2023-07-11,PART_002,Filter,SupplierC,Latin America,60,2290,21,3545.66
2023-07-11,PART_003,Sensor,SupplierC,Latin America,21,793,24,4498.41
2023-07-11,PART_004,Controller,SupplierA,Europe,28,971,4,144.26
2023-07-11,PART_005,Filter,SupplierD,North America,45,1357,25,3352.73
2023-07-11,PART_006,Valve,SupplierA,Europe,102,1906,29,2055.65
2023-07-11,PART_007,Sensor,SupplierB,Latin America,61,1962,12,2207.34
2023-07-11,PART_008,Filter,SupplierC,Latin America,28,1060,10,2033.64
2023-07-11,PART_009,Filter,SupplierA,North America,40,1797,12,1154.09
2023-07-11,PART_010,Valve,SupplierC,Latin America,49,1024,21,759.25
2023-07-11,PART_011,Pump,SupplierC,Europe,43,1113,20,748.84
2023-07-11,PART_012,Filter,SupplierC,North America,46,1217,17,960.35
2023-07-11,PART_013,Filter,SupplierC,Europe,27,1640,16,2957.79
2023-07-11,PART_014,Valve,SupplierB,North America,82,2031,7,1990.32
2023-07-11,PART_015,Valve,SupplierA,North America,85,2453,25,1440.82
2023-07-11,PART_016,Valve,SupplierA,North America,10,765,4,3992.94
2023-07-11,PART_017,Pump,SupplierA,Asia Pacific,31,1212,4,1531.43
2023-07-11,PART_018,Pump,SupplierA,Latin America,78,1925,7,2716.84
2023-07-11,PART_019,Sensor,SupplierA,Latin America,6,248,11,4499.13
2023-07-11,PART_020,Controller,SupplierA,Latin America,50,1529,12,1043.02
2023-07-11,PART_021,Pump,SupplierD,North America,62,3000,19,3366.44
2023-07-11,PART_022,Sensor,SupplierD,North America,27,1087,27,1905.56
2023-07-11,PART_023,Valve,SupplierA,Europe,47,2097,8,4870.47
2023-07-11,PART_024,Filter,SupplierA,Europe,5,174,7,3053.31
2023-07-11,PART_025,Sensor,SupplierA,Latin America,68,3820,21,2903.29
2023-07-11,PART_026,Sensor,SupplierD,Latin America,53,2473,27,1730.56
2023-07-11,PART_027,Controller,SupplierD,Asia Pacific,26,1465,3,2764.89
2023-07-11,PART_028,Controller,SupplierA,North America,40,1928,8,1279.98
2023-07-11,PART_029,Pump,SupplierA,North America,35,2759,7,491.5
2023-07-11,PART_030,Sensor,SupplierA,Latin America,33,1458,13,1343.48
2023-07-11,PART_031,Filter,SupplierA,Latin America,55,2179,28,2962.36
2023-07-11,PART_032,Controller,SupplierD,Europe,15,983,17,1991.82
2023-07-11,PART_033,Filter,SupplierD,Latin America,20,1527,7,1310.88
2023-07-11,PART_034,Pump,SupplierB,Europe,36,2387,8,144.84
2023-07-11,PART_035,Sensor,SupplierD,Europe,21,1108,22,1014.05
2023-07-11,PART_036,Filter,SupplierB,Asia Pacific,74,3977,20,1444.31
2023-07-11,PART_037,Valve,SupplierD,Latin America,12,195,3,1786.75
2023-07-11,PART_038,Filter,SupplierC,North America,29,2297,7,1837.56
2023-07-11,PART_039,Filter,SupplierC,Asia Pacific,4,390,28,4459.61
2023-07-11,PART_040,Controller,SupplierC,Europe,29,2352,29,2789.67
2023-07-11,PART_041,Sensor,SupplierA,Latin America,56,3494,24,252.23
2023-07-11,PART_042,Pump,SupplierD,Asia Pacific,35,2295,7,267.17
2023-07-11,PART_043,Filter,SupplierC,Asia Pacific,56,3435,28,2306.17
2023-07-11,PART_044,Filter,SupplierC,Europe,67,4598,3,897.11
2023-07-11,PART_045,Sensor,SupplierA,Asia Pacific,134,4002,20,2900.94
2023-07-11,PART_046,Filter,SupplierB,Europe,35,2850,26,4206.65
2023-07-11,PART_047,Valve,SupplierD,Asia Pacific,49,4306,23,2598.57
2023-07-11,PART_048,Filter,SupplierD,Latin America,48,4495,8,1946.61
2023-07-11,PART_049,Filter,SupplierA,North America,35,5061,28,3090.11
2023-07-11,PART_050,Pump,SupplierD,North America,23,269,5,2367.9
2023-07-11,PART_051,Filter,SupplierB,Europe,55,4125,29,1342.35
2023-07-11,PART_052,Pump,SupplierB,North America,38,1234,14,2612.74
2023-07-11,PART_053,Filter,SupplierA,North America,6,441,13,3496.22
2023-07-11,PART_054,Controller,SupplierD,Europe,43,866,3,3199.91
2023-07-11,PART_055,Valve,SupplierD,Latin America,43,423,4,755.19
2023-07-11,PART_056,Pump,SupplierD,Europe,32,3040,15,3158.26
2023-07-11,PART_057,Controller,SupplierA,Europe,37,871,9,4927.38
2023-07-11,PART_058,Sensor,SupplierB,Latin America,41,3165,25,4306.19
2023-07-11,PART_059,Valve,SupplierD,North America,59,3567,14,2723.37
2023-07-11,PART_060,Valve,SupplierB,North America,61,3774,9,2718.88
2023-07-11,PART_061,Sensor,SupplierC,Europe,41,1718,15,2145.89
2023-07-11,PART_062,Controller,SupplierD,Latin America,158,5165,26,1709.97
2023-07-11,PART_063,Controller,SupplierC,Asia Pacific,41,1299,17,1973.26
2023-07-11,PART_064,Valve,SupplierC,Latin America,14,684,7,831.75
2023-07-11,PART_065,Filter,SupplierC,Europe,64,4817,16,4418.13
2023-07-11,PART_066,Filter,SupplierD,Europe,57,1795,17,2264.58
2023-07-11,PART_067,Valve,SupplierA,Asia Pacific,54,1844,13,1244.84
2023-07-11,PART_068,Pump,SupplierC,Asia Pacific,83,2049,3,3835.24
2023-07-11,PART_069,Sensor,SupplierB,Latin America,61,1132,6,4672.1
2023-07-11,PART_070,Filter,SupplierD,North America,20,933,24,3310.9
2023-07-11,PART_071,Sensor,SupplierB,North America,17,718,8,4597.9
2023-07-11,PART_072,Sensor,SupplierB,North America,25,928,15,4899.51
2023-07-11,PART_073,Valve,SupplierB,Asia Pacific,51,1733,26,2497.97
2023-07-11,PART_074,Controller,SupplierB,Europe,31,1301,6,1390.46
2023-07-11,PART_075,Valve,SupplierB,Latin America,20,788,28,102.33
2023-07-11,PART_076,Filter,SupplierA,Europe,8,654,17,2464.26
2023-07-11,PART_077,Filter,SupplierA,Latin America,71,1880,20,2719.53
2023-07-11,PART_078,Filter,SupplierA,North America,69,2742,25,4429.22
2023-07-11,PART_079,Sensor,SupplierD,Asia Pacific,33,1249,13,4013.83
2023-07-11,PART_080,Filter,SupplierB,North America,36,1133,29,3045.99
2023-07-11,PART_081,Valve,SupplierC,Europe,46,1940,27,4368.0
2023-07-11,PART_082,Controller,SupplierC,North America,41,3855,27,2573.83
2023-07-11,PART_083,Sensor,SupplierB,Europe,9,173,11,1237.66
2023-07-11,PART_084,Filter,SupplierD,Europe,23,1346,6,2471.02
2023-07-11,PART_085,Valve,SupplierA,Asia Pacific,56,1438,23,4683.04
2023-07-11,PART_086,Filter,SupplierD,Latin America,42,2784,5,1546.36
2023-07-11,PART_087,Filter,SupplierD,Europe,47,1718,17,93.09
2023-07-11,PART_088,Valve,SupplierC,Latin America,42,2298,21,1464.6
2023-07-11,PART_089,Sensor,SupplierC,Asia Pacific,76,2715,21,4392.22
2023-07-11,PART_090,Controller,SupplierD,Asia Pacific,49,2603,5,3123.72
2023-07-11,PART_091,Controller,SupplierD,Europe,47,1610,20,4769.25
2023-07-11,PART_092,Filter,SupplierB,Latin America,19,1082,8,3425.97
2023-07-11,PART_093,Controller,SupplierB,Asia Pacific,9,345,3,1107.08
2023-07-11,PART_094,Pump,SupplierD,Asia Pacific,49,2358,28,1824.7
2023-07-11,PART_095,Pump,SupplierD,Latin America,8,205,7,3926.79
2023-07-11,PART_096,Sensor,SupplierB,North America,90,3038,12,2789.07
2023-07-11,PART_097,Valve,SupplierC,North America,26,1249,4,350.75
2023-07-11,PART_098,Filter,SupplierB,Latin America,44,1652,28,871.73
2023-07-11,PART_099,Sensor,SupplierA,Asia Pacific,74,2145,7,2948.13
2023-07-11,PART_100,Controller,SupplierA,North America,23,1146,6,113.89
2023-07-11,PART_101,Pump,SupplierD,North America,12,777,27,4823.29
2023-07-11,PART_102,Sensor,SupplierD,North America,65,1636,4,97.29
2023-07-11,PART_103,Pump,SupplierB,Europe,65,2349,8,1380.1
2023-07-11,PART_104,Filter,SupplierC,Latin America,16,823,29,1760.32
2023-07-11,PART_105,Controller,SupplierA,Asia Pacific,88,2986,19,2555.64
2023-07-11,PART_106,Filter,SupplierA,Europe,26,1501,12,4837.69
2023-07-11,PART_107,Filter,SupplierA,North America,56,2273,10,4374.65
2023-07-11,PART_108,Controller,SupplierD,North America,21,1024,11,4071.44
2023-07-11,PART_109,Filter,SupplierD,Asia Pacific,6,306,29,1180.13
2023-07-11,PART_110,Filter,SupplierD,North America,79,2658,10,1674.5
2023-07-11,PART_111,Pump,SupplierD,Latin America,70,1749,5,4405.9
2023-07-11,PART_112,Controller,SupplierA,Europe,32,1834,14,1146.94
2023-07-11,PART_113,Valve,SupplierB,Latin America,59,1245,3,2206.41
2023-07-11,PART_114,Controller,SupplierB,Europe,54,1656,9,2768.39
2023-07-11,PART_115,Valve,SupplierB,Latin America,95,3098,21,731.54
2023-07-11,PART_116,Filter,SupplierD,Latin America,24,1003,22,4443.79
2023-07-11,PART_117,Controller,SupplierC,Europe,48,1457,4,2808.23
2023-07-11,PART_118,Filter,SupplierC,Latin America,74,2254,21,854.14
2023-07-11,PART_119,Pump,SupplierD,Asia Pacific,50,1888,6,3391.42
2023-07-11,PART_120,Sensor,SupplierA,Europe,112,1754,24,73.87
2023-07-11,PART_121,Valve,SupplierC,Asia Pacific,19,866,11,1020.17
2023-07-11,PART_122,Valve,SupplierA,Europe,57,1685,3,2366.71
2023-07-11,PART_123,Pump,SupplierA,Latin America,49,1394,27,1310.12
2023-07-11,PART_124,Valve,SupplierA,North America,84,2466,13,3895.23
2023-07-11,PART_125,Filter,SupplierA,Asia Pacific,87,1299,11,607.84
2023-07-11,PART_126,Valve,SupplierC,Europe,19,798,5,4524.2
2023-07-11,PART_127,Filter,SupplierA,Europe,118,2163,5,2249.69
2023-07-11,PART_128,Filter,SupplierA,Asia Pacific,94,1854,17,2891.4
2023-07-11,PART_129,Sensor,SupplierB,Europe,53,1256,18,214.14
2023-07-11,PART_130,Valve,SupplierB,Latin America,53,1316,17,2473.87
2023-07-11,PART_131,Pump,SupplierC,Asia Pacific,28,870,15,725.61
2023-07-11,PART_132,Pump,SupplierC,Europe,57,1519,21,1580.52
2023-07-11,PART_133,Valve,SupplierA,Europe,110,2088,22,2305.83
2023-07-11,PART_134,Controller,SupplierA,Europe,13,88,13,2570.93
2023-07-11,PART_135,Filter,SupplierC,Europe,64,1658,28,1346.77
2023-07-11,PART_136,Pump,SupplierB,Asia Pacific,99,2216,7,4087.84
2023-07-11,PART_137,Filter,SupplierD,Europe,62,942,26,2999.3
2023-07-11,PART_138,Sensor,SupplierB,Asia Pacific,180,834,11,1037.31
2023-07-11,PART_139,Filter,SupplierA,Asia Pacific,22,213,12,2869.06
2023-07-11,PART_140,Pump,SupplierC,North America,75,568,10,231.25
2023-07-11,PART_141,Valve,SupplierA,Asia Pacific,97,1000,5,3616.82
2023-07-11,PART_142,Valve,SupplierC,North America,6,258,23,3408.21
2023-07-11,PART_143,Valve,SupplierB,Latin America,111,1143,3,4864.11
2023-07-11,PART_144,Filter,SupplierB,Asia Pacific,99,4027,15,3553.16
2023-07-11,PART_145,Pump,SupplierB,North America,54,1960,6,2966.92
2023-07-11,PART_146,Sensor,SupplierD,North America,92,987,12,591.5
2023-07-11,PART_147,Valve,SupplierA,Europe,30,652,27,2655.08
2023-07-11,PART_148,Pump,SupplierA,Europe,25,242,5,3140.05
2023-07-11,PART_149,Filter,SupplierD,Europe,109,4180,7,2824.46
2023-07-11,PART_150,Valve,SupplierA,North America,93,1828,12,4187.43
2023-07-11,PART_151,Controller,SupplierB,Latin America,75,762,13,3325.99
2023-07-11,PART_152,Sensor,SupplierB,Latin America,61,2900,29,4463.11
2023-07-11,PART_153,Filter,SupplierD,Latin America,7,108,24,4599.3
2023-07-11,PART_154,Pump,SupplierD,North America,37,1701,15,2358.42
2023-07-11,PART_155,Controller,SupplierC,Europe,103,4682,6,4710.12
2023-07-11,PART_156,Filter,SupplierB,Asia Pacific,24,337,8,4735.92
2023-07-11,PART_157,Pump,SupplierC,Europe,108,3687,19,876.44
2023-07-11,PART_158,Controller,SupplierC,North America,126,4259,7,1763.12
2023-07-11,PART_159,Sensor,SupplierB,North America,65,2802,27,4457.77
2023-07-11,PART_160,Pump,SupplierB,Latin America,75,2975,5,3701.17
2023-07-11,PART_161,Valve,SupplierA,Asia Pacific,88,4445,4,3421.44
2023-07-11,PART_162,Controller,SupplierD,Asia Pacific,84,3048,27,2932.15
2023-07-11,PART_163,Controller,SupplierB,North America,6,279,28,4711.12
2023-07-11,PART_164,Valve,SupplierC,Latin America,72,2095,4,2658.04
2023-07-11,PART_165,Filter,SupplierA,Europe,32,1364,14,2370.99
2023-07-11,PART_166,Pump,SupplierB,Europe,36,1266,5,3587.87
2023-07-11,PART_167,Controller,SupplierC,North America,96,2802,20,4466.74
2023-07-11,PART_168,Filter,SupplierA,North America,16,275,8,4345.76
2023-07-11,PART_169,Filter,SupplierB,Asia Pacific,31,1517,29,3947.66
2023-07-11,PART_170,Sensor,SupplierC,Europe,84,2373,19,2059.33
2023-07-11,PART_171,Controller,SupplierC,Latin America,53,2302,11,855.67
2023-07-11,PART_172,Pump,SupplierA,Europe,19,873,7,2932.35
2023-07-11,PART_173,Valve,SupplierA,Europe,66,2424,15,3351.37
2023-07-11,PART_174,Controller,SupplierB,Latin America,110,2749,28,2138.47
2023-07-11,PART_175,Valve,SupplierD,North America,94,3251,8,2710.09
2023-07-11,PART_176,Filter,SupplierC,Asia Pacific,98,1233,4,4654.54
2023-07-11,PART_177,Filter,SupplierB,Latin America,47,1224,14,622.18
2023-07-11,PART_178,Controller,SupplierC,Europe,61,2638,28,767.32
2023-07-11,PART_179,Valve,SupplierA,Asia Pacific,91,3199,19,1616.45
2023-07-11,PART_180,Sensor,SupplierC,Europe,67,2235,19,4768.45
2023-07-11,PART_181,Pump,SupplierC,Europe,44,60,6,4497.09
2023-07-11,PART_182,Filter,SupplierB,North America,30,1254,11,2945.64
2023-07-11,PART_183,Filter,SupplierC,Latin America,67,1804,11,2203.43
2023-07-11,PART_184,Pump,SupplierC,North America,90,1791,25,3421.63
2023-07-11,PART_185,Valve,SupplierB,Asia Pacific,9,250,14,2143.67
2023-07-11,PART_186,Pump,SupplierA,Asia Pacific,21,1186,8,2449.14
2023-07-11,PART_187,Filter,SupplierC,Latin America,60,1948,24,1383.11
2023-07-11,PART_188,Controller,SupplierB,Asia Pacific,17,788,23,2286.68
2023-07-11,PART_189,Sensor,SupplierD,North America,17,697,22,1165.51
2023-07-11,PART_190,Pump,SupplierD,Asia Pacific,59,2502,17,981.6
2023-07-11,PART_191,Sensor,SupplierA,Asia Pacific,36,1541,7,2834.46
2023-07-11,PART_192,Controller,SupplierA,Latin America,83,2171,9,2719.67
2023-07-11,PART_193,Valve,SupplierB,Europe,70,1326,19,809.74
2023-07-11,PART_194,Sensor,SupplierA,North America,78,2618,17,2898.47
2023-07-11,PART_195,Controller,SupplierB,Europe,91,3542,9,1766.05
2023-07-11,PART_196,Valve,SupplierD,Europe,69,2092,24,1446.44
2023-07-11,PART_197,Filter,SupplierB,Latin America,96,2430,7,3541.13
2023-07-11,PART_198,Controller,SupplierD,Europe,76,2225,6,3230.44
2023-07-11,PART_199,Controller,SupplierC,Latin America,52,1634,22,1999.61
2023-07-11,PART_200,Filter,SupplierB,North America,25,869,20,3533.19
2023-07-12,PART_001,Controller,SupplierA,Asia Pacific,67,2179,23,822.29
2023-07-12,PART_002,Filter,SupplierC,Latin America,63,2230,21,3545.66
2023-07-12,PART_003,Sensor,SupplierC,Latin America,14,772,24,4498.41
2023-07-12,PART_004,Controller,SupplierA,Europe,29,943,4,144.26
2023-07-12,PART_005,Filter,SupplierD,North America,48,1312,25,3352.73
2023-07-12,PART_006,Valve,SupplierA,Europe,47,1804,29,2055.65
2023-07-12,PART_007,Sensor,SupplierB,Latin America,59,1901,12,2207.34
2023-07-12,PART_008,Filter,SupplierC,Latin America,34,1032,10,2033.64
2023-07-12,PART_009,Filter,SupplierA,North America,48,1757,12,1154.09
2023-07-12,PART_010,Valve,SupplierC,Latin America,48,4035,21,759.25
2023-07-12,PART_011,Pump,SupplierC,Europe,31,1070,20,748.84
2023-07-12,PART_012,Filter,SupplierC,North America,49,1171,17,960.35
2023-07-12,PART_013,Filter,SupplierC,Europe,33,1613,16,2957.79
2023-07-12,PART_014,Valve,SupplierB,North America,57,1949,7,1990.32
2023-07-12,PART_015,Valve,SupplierA,North America,74,2368,25,1440.82
2023-07-12,PART_016,Valve,SupplierA,North America,13,755,4,3992.94
2023-07-12,PART_017,Pump,SupplierA,Asia Pacific,36,1181,4,1531.43
2023-07-12,PART_018,Pump,SupplierA,Latin America,63,1847,7,2716.84
2023-07-12,PART_019,Sensor,SupplierA,Latin America,6,242,11,4499.13
2023-07-12,PART_020,Controller,SupplierA,Latin America,47,1479,12,1043.02
2023-07-12,PART_021,Pump,SupplierD,North America,63,2938,19,3366.44
2023-07-12,PART_022,Sensor,SupplierD,North America,22,1060,27,1905.56
2023-07-12,PART_023,Valve,SupplierA,Europe,54,2050,8,4870.47
2023-07-12,PART_024,Filter,SupplierA,Europe,8,169,7,3053.31
2023-07-12,PART_025,Sensor,SupplierA,Latin America,62,3752,21,2903.29
2023-07-12,PART_026,Sensor,SupplierD,Latin America,33,2420,27,1730.56
2023-07-12,PART_027,Controller,SupplierD,Asia Pacific,18,1439,3,2764.89
2023-07-12,PART_028,Controller,SupplierA,North America,34,1888,8,1279.98
2023-07-12,PART_029,Pump,SupplierA,North America,48,2724,7,491.5
2023-07-12,PART_030,Sensor,SupplierA,Latin America,36,1425,13,1343.48
2023-07-12,PART_031,Filter,SupplierA,Latin America,60,2124,28,2962.36
2023-07-12,PART_032,Controller,SupplierD,Europe,7,968,17,1991.82
2023-07-12,PART_033,Filter,SupplierD,Latin America,22,1507,7,1310.88
2023-07-12,PART_034,Pump,SupplierB,Europe,43,2351,8,144.84
2023-07-12,PART_035,Sensor,SupplierD,Europe,15,1087,22,1014.05
2023-07-12,PART_036,Filter,SupplierB,Asia Pacific,50,3903,20,1444.31
2023-07-12,PART_037,Valve,SupplierD,Latin America,5,183,3,1786.75
2023-07-12,PART_038,Filter,SupplierC,North America,34,2268,7,1837.56
2023-07-12,PART_039,Filter,SupplierC,Asia Pacific,3,386,28,4459.61
2023-07-12,PART_040,Controller,SupplierC,Europe,46,2323,29,2789.67
2023-07-12,PART_041,Sensor,SupplierA,Latin America,60,3438,24,252.23
2023-07-12,PART_042,Pump,SupplierD,Asia Pacific,40,2260,7,267.17
2023-07-12,PART_043,Filter,SupplierC,Asia Pacific,39,3379,28,2306.17
2023-07-12,PART_044,Filter,SupplierC,Europe,75,4531,3,897.11
2023-07-12,PART_045,Sensor,SupplierA,Asia Pacific,57,3868,20,2900.94
2023-07-12,PART_046,Filter,SupplierB,Europe,29,2815,26,4206.65
2023-07-12,PART_047,Valve,SupplierD,Asia Pacific,38,4257,23,2598.57
2023-07-12,PART_048,Filter,SupplierD,Latin America,52,4447,8,1946.61
2023-07-12,PART_049,Filter,SupplierA,North America,52,5026,28,3090.11
2023-07-12,PART_050,Pump,SupplierD,North America,21,246,5,2367.9
2023-07-12,PART_051,Filter,SupplierB,Europe,36,4070,29,1342.35
2023-07-12,PART_052,Pump,SupplierB,North America,45,1196,14,2612.74
2023-07-12,PART_053,Filter,SupplierA,North America,5,435,13,3496.22
2023-07-12,PART_054,Controller,SupplierD,Europe,39,823,3,3199.91
2023-07-12,PART_055,Valve,SupplierD,Latin America,50,380,4,755.19
2023-07-12,PART_056,Pump,SupplierD,Europe,33,3008,15,3158.26
2023-07-12,PART_057,Controller,SupplierA,Europe,49,834,9,4927.38
2023-07-12,PART_058,Sensor,SupplierB,Latin America,71,3124,25,4306.19
2023-07-12,PART_059,Valve,SupplierD,North America,34,3508,14,2723.37
2023-07-12,PART_060,Valve,SupplierB,North America,38,3713,9,2718.88
2023-07-12,PART_061,Sensor,SupplierC,Europe,57,1677,15,2145.89
2023-07-12,PART_062,Controller,SupplierD,Latin America,53,5007,26,1709.97
2023-07-12,PART_063,Controller,SupplierC,Asia Pacific,46,1258,17,1973.26
2023-07-12,PART_064,Valve,SupplierC,Latin America,13,670,7,831.75
2023-07-12,PART_065,Filter,SupplierC,Europe,39,4753,16,4418.13
2023-07-12,PART_066,Filter,SupplierD,Europe,64,1738,17,2264.58
2023-07-12,PART_067,Valve,SupplierA,Asia Pacific,63,1790,13,1244.84
2023-07-12,PART_068,Pump,SupplierC,Asia Pacific,56,1966,3,3835.24
2023-07-12,PART_069,Sensor,SupplierB,Latin America,30,1071,6,4672.1
2023-07-12,PART_070,Filter,SupplierD,North America,27,913,24,3310.9
2023-07-12,PART_071,Sensor,SupplierB,North America,11,701,8,4597.9
2023-07-12,PART_072,Sensor,SupplierB,North America,13,903,15,4899.51
2023-07-12,PART_073,Valve,SupplierB,Asia Pacific,46,5222,26,2497.97
2023-07-12,PART_074,Controller,SupplierB,Europe,46,1270,6,1390.46
2023-07-12,PART_075,Valve,SupplierB,Latin America,10,768,28,102.33
2023-07-12,PART_076,Filter,SupplierA,Europe,8,646,17,2464.26
2023-07-12,PART_077,Filter,SupplierA,Latin America,64,1809,20,2719.53
2023-07-12,PART_078,Filter,SupplierA,North America,61,2673,25,4429.22
2023-07-12,PART_079,Sensor,SupplierD,Asia Pacific,29,1216,13,4013.83
2023-07-12,PART_080,Filter,SupplierB,North America,41,1097,29,3045.99
2023-07-12,PART_081,Valve,SupplierC,Europe,49,1894,27,4368.0
2023-07-12,PART_082,Controller,SupplierC,North America,53,3814,27,2573.83
2023-07-12,PART_083,Sensor,SupplierB,Europe,6,164,11,1237.66
2023-07-12,PART_084,Filter,SupplierD,Europe,35,1323,6,2471.02
2023-07-12,PART_085,Valve,SupplierA,Asia Pacific,50,1382,23,4683.04
2023-07-12,PART_086,Filter,SupplierD,Latin America,52,2742,5,1546.36
2023-07-12,PART_087,Filter,SupplierD,Europe,62,1671,17,93.09
2023-07-12,PART_088,Valve,SupplierC,Latin America,44,2256,21,1464.6
2023-07-12,PART_089,Sensor,SupplierC,Asia Pacific,68,2639,21,4392.22
2023-07-12,PART_090,Controller,SupplierD,Asia Pacific,60,2554,5,3123.72
2023-07-12,PART_091,Controller,SupplierD,Europe,45,1563,20,4769.25
2023-07-12,PART_092,Filter,SupplierB,Latin America,21,1063,8,3425.97
2023-07-12,PART_093,Controller,SupplierB,Asia Pacific,10,336,3,1107.08
2023-07-12,PART_094,Pump,SupplierD,Asia Pacific,56,2309,28,1824.7
2023-07-12,PART_095,Pump,SupplierD,Latin America,10,197,7,3926.79
2023-07-12,PART_096,Sensor,SupplierB,North America,70,2948,12,2789.07
2023-07-12,PART_097,Valve,SupplierC,North America,23,1223,4,350.75
2023-07-12,PART_098,Filter,SupplierB,Latin America,44,1608,28,871.73
2023-07-12,PART_099,Sensor,SupplierA,Asia Pacific,89,2071,7,2948.13
